state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
MI,0,-0.448,0.313,0.04412,0.725,"DINGELL, John David, Jr.",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,2605,0,0
MI,0,-0.658,-0.512,0.14349333333333333,0.6,"CONYERS, John, Jr.",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,10713,0,0
NY,0,-0.514,-0.341,0.15342666666666666,0.525,"RANGEL, Charles B.",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,13035,0,0
FL,0,0.325,-0.112,0.04316,0.525,"YOUNG, Charles William (Bill)",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,13047,0,1
AK,0,0.283,0.022,0.08352,0.5,"YOUNG, Donald Edwin",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14066,0,1
CA,0,-0.552,-0.398,0.09141333333333333,0.475,"MILLER, George",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14256,0,0
MN,0,-0.372,-0.372,0.02748,0.075,"NOLAN, Richard Michael",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14263,0,0
CA,0,-0.473,-0.343,0.10969333333333334,0.475,"WAXMAN, Henry Arnold",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14280,0,0
MA,0,-0.517,-0.47,0.13353333333333334,0.45,"MARKEY, Edward John",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14435,0,0
WV,0,-0.306,0.45,0.08714666666666666,0.45,"RAHALL, Nick Joe, II",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14448,0,0
WI,0,0.638,-0.579,0.05232,0.425,"SENSENBRENNER, Frank James, Jr.",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,14657,0,1
WI,0,0.379,-0.367,0.047746666666666666,0.425,"PETRI, Thomas Evert",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,14675,0,1
KY,0,0.333,0.153,0.03849333333333333,0.4,"ROGERS, Harold Dallas (Hal)",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14854,0,1
NJ,0,0.182,-0.173,0.10092,0.4,"SMITH, Christopher Henry",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14863,0,1
VA,0,0.284,-0.213,0.07484,0.4,"WOLF, Frank Rudolph",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14869,0,1
MD,0,-0.381,0.122,0.05404,0.4,"HOYER, Steny Hamilton",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,14873,0,0
TN,0,-0.164,-0.033,0.0488,0.275,"COOPER, James Hayes Shofner",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,15019,0,0
OH,0,-0.342,0.132,0.13536,0.375,"KAPTUR, Marcia Carolyn (Marcy)",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15029,0,0
MI,0,-0.379,-0.091,0.07324,0.375,"LEVIN, Sander Martin",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15033,0,0
TX,0,0.528,0.047,0.03748,0.35,"BARTON, Joe Linus",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,15085,0,1
NC,0,0.52,-0.081,0.0454,0.35,"COBLE, Howard",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,15092,0,1
IN,0,-0.402,0.244,0.031626666666666664,0.35,"VISCLOSKY, Peter",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15124,0,0
OR,0,-0.427,-0.002,0.10810666666666667,0.325,"DeFAZIO, Peter Anthony",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15410,0,0
GA,0,-0.589,-0.221,0.10930666666666666,0.325,"LEWIS, John R.",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15431,0,0
NC,0,-0.343,-0.03,0.07106666666666667,0.3,"PRICE, David Eugene",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15438,0,0
NY,0,-0.465,-0.104,0.08998666666666667,0.325,"SLAUGHTER, Louise McIntosh",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15444,0,0
TX,0,0.425,0.061,0.045226666666666665,0.325,"SMITH, Lamar Seeligson",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,15445,0,1
MI,0,0.32,-0.355,0.05846666666666667,0.325,"UPTON, Frederick Stephen",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,0,22,15446,0,1
CA,0,-0.489,-0.179,0.06732,0.325,"PELOSI, Nancy",0.324,-0.344,0.0,0.0,HR152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,1,22,15448,0,0
