state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
AK,0,0.283,0.022,0.08352,0.575,"YOUNG, Donald Edwin",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,14066,0,1
WI,0,0.638,-0.579,0.05232,0.5,"SENSENBRENNER, Frank James, Jr.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,14657,0,1
KY,0,0.333,0.153,0.03849333333333333,0.475,"ROGERS, Harold Dallas (Hal)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,14854,0,1
NJ,0,0.182,-0.173,0.10092,0.475,"SMITH, Christopher Henry",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,14863,0,1
MD,0,-0.381,0.122,0.05404,0.475,"HOYER, Steny Hamilton",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,14873,0,0
TN,0,-0.164,-0.033,0.0488,0.35,"COOPER, James Hayes Shofner",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15019,0,0
OH,0,-0.342,0.132,0.13536,0.45,"KAPTUR, Marcia Carolyn (Marcy)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15029,0,0
IN,0,-0.402,0.244,0.031626666666666664,0.425,"VISCLOSKY, Peter",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15124,0,0
GA,0,-0.589,-0.221,0.10930666666666666,0.4,"LEWIS, John R.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15431,0,0
NC,0,-0.343,-0.03,0.07106666666666667,0.375,"PRICE, David Eugene",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15438,0,0
MI,0,0.32,-0.355,0.05846666666666667,0.4,"UPTON, Frederick Stephen",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15446,0,1
CA,0,-0.489,-0.179,0.06732,0.4,"PELOSI, Nancy",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15448,0,0
NJ,0,-0.402,-0.162,0.08861333333333334,0.4,"PALLONE, Frank, Jr.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15454,0,0
NY,0,-0.408,-0.093,0.09648,0.375,"ENGEL, Eliot Lance",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15603,0,0
NY,0,-0.389,-0.152,0.07465333333333334,0.375,"LOWEY, Nita M.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15612,0,0
MA,0,-0.417,-0.106,0.062,0.375,"NEAL, Richard Edmund",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,15616,0,0
CA,0,-0.352,-0.118,0.0756,0.225,"SCHIFF, Adam",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20104,0,0
CA,0,-0.343,-0.103,0.046733333333333335,0.225,"DAVIS, Susan A.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20108,0,0
MA,0,-0.343,0.048,0.057986666666666666,0.225,"LYNCH, Stephen F.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20119,0,0
MN,0,-0.419,-0.186,0.09088,0.225,"McCOLLUM, Betty",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20122,0,0
MO,0,0.448,0.162,0.02732,0.225,"GRAVES, Samuel",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20124,0,1
RI,0,-0.375,0.114,0.052586666666666664,0.225,"LANGEVIN, James",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20136,0,0
SC,0,0.53,0.16,0.06202666666666667,0.225,"WILSON, Addison Graves (Joe)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20138,0,1
WA,0,-0.365,0.165,0.04768,0.225,"LARSEN, Richard Ray (Rick)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20145,0,0
MO,0,-0.481,-0.078,0.05538666666666667,0.225,"CLAY, William Lacy, Jr.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20147,0,0
AL,0,0.378,0.379,0.026106666666666667,0.2,"ROGERS, Mike Dennis",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20301,0,1
AZ,0,-0.598,-0.264,0.14417333333333332,0.2,"GRIJALVA, Raúl M.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20305,0,0
CA,0,0.45,0.223,0.018186666666666667,0.2,"NUNES, Devin",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20307,0,1
CA,0,-0.508,-0.131,0.06362666666666666,0.2,"SÁNCHEZ, Linda T.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20310,0,0
FL,0,0.281,0.16,0.028813333333333333,0.2,"DIAZ-BALART, Mario",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20316,0,1
GA,0,-0.305,0.167,0.04677333333333333,0.2,"SCOTT, David",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20321,0,0
HI,0,-0.205,-0.087,0.03953333333333333,0.075,"CASE, Ed",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20322,0,0
IA,0,0.613,0.171,0.029253333333333333,0.2,"KING, Steve",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20325,0,1
MD,0,-0.299,0.12,0.041986666666666665,0.2,"RUPPERSBERGER, C. A. (Dutch)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20329,0,0
NC,0,-0.404,0.184,0.041306666666666665,0.2,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20340,0,0
OH,0,0.265,0.259,0.02828,0.2,"TURNER, Michael R.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20342,0,1
OH,0,-0.402,0.208,0.062106666666666664,0.2,"RYAN, Timothy J.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20343,0,0
OK,0,0.323,0.411,0.04322666666666666,0.2,"COLE, Tom",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20344,0,1
TX,0,0.565,-0.164,0.034466666666666666,0.2,"BURGESS, Michael C.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20355,0,1
TX,0,0.487,0.547,0.0304,0.2,"CARTER, John R.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20356,0,1
UT,0,0.537,0.105,0.026653333333333334,0.2,"BISHOP, Robert (Rob)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20357,0,1
CA,0,-0.199,0.448,0.05110666666666667,0.175,"COSTA, Jim",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20501,0,0
FL,0,-0.414,0.102,0.057506666666666664,0.175,"WASSERMAN SCHULTZ, Debbie",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20504,0,0
IL,0,-0.227,0.176,0.03562666666666667,0.175,"LIPINSKI, Daniel",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20508,0,0
MO,0,-0.453,-0.001,0.05568,0.175,"CLEAVER, Emanuel, II",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20517,0,0
NE,0,0.304,-0.061,0.023,0.175,"FORTENBERRY, Jeff",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20518,0,1
NY,0,-0.348,-0.032,0.04748,0.175,"HIGGINS, Brian",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20519,0,0
NC,0,0.624,0.174,0.02308,0.175,"FOXX, Virginia Ann",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20521,0,1
NC,0,0.524,0.156,0.019826666666666666,0.175,"McHENRY, Patrick T.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20522,0,1
TX,0,0.644,-0.406,0.032106666666666665,0.175,"GOHMERT, Louie",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20527,0,1
TX,0,-0.447,0.262,0.05142666666666667,0.175,"GREEN, Al",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20529,0,0
TX,0,0.41,0.176,0.04252,0.175,"McCAUL, Michael T.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20530,0,1
TX,0,0.593,0.367,0.027186666666666668,0.175,"CONAWAY, K. Michael",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20531,0,1
TX,0,0.6,0.154,0.029746666666666668,0.175,"MARCHANT, Kenny",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20532,0,1
TX,0,-0.225,0.639,0.03269333333333333,0.175,"CUELLAR, Henry",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20533,0,0
WA,0,0.436,0.098,0.03198666666666666,0.175,"McMORRIS RODGERS, Cathy",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20535,0,1
WI,0,-0.522,-0.27,0.08068,0.175,"MOORE, Gwendolynne S. (Gwen)",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20537,0,0
CA,0,-0.434,-0.143,0.058506666666666665,0.175,"MATSUI, Doris",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20538,0,0
NJ,0,-0.404,0.098,0.05176,0.175,"SIRES, Albio",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20542,0,0
CA,0,-0.263,-0.159,0.03872,0.15,"McNERNEY, Jerry",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20702,0,0
CA,0,0.453,0.233,0.008373333333333333,0.15,"MCCARTHY, Kevin",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20703,0,1
CO,0,0.665,0.257,0.04032,0.15,"LAMBORN, Doug",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20704,0,1
CO,0,-0.282,0.072,0.03341333333333334,0.15,"PERLMUTTER, Ed",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20705,0,0
CT,0,-0.337,0.04,0.04818666666666667,0.15,"COURTNEY, Joe",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20706,0,0
FL,0,-0.436,0.072,0.047613333333333334,0.15,"CASTOR, Kathy",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20708,0,0
FL,0,0.361,-0.081,0.024746666666666667,0.15,"BUCHANAN, Vernon G.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20709,0,1
GA,0,-0.477,-0.053,0.07717333333333333,0.15,"JOHNSON, Hank",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20712,0,0
IA,0,-0.276,-0.027,0.03661333333333333,0.15,"LOEBSACK, Dave",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20720,0,0
KY,0,-0.378,-0.275,0.0326,0.15,"YARMUTH, John",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20723,0,0
MD,0,-0.466,-0.078,0.030013333333333333,0.15,"SARBANES, John",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20724,0,0
MI,0,0.499,0.163,0.027733333333333332,0.125,"WALBERG, Tim",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20725,0,1
NE,0,0.51,0.254,0.02296,0.15,"SMITH, Adrian",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20729,0,1
NY,0,-0.608,-0.262,0.0766,0.15,"CLARKE, Yvette Diane",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20733,0,0
OH,0,0.712,-0.184,0.017546666666666665,0.15,"JORDAN, Jim",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20738,0,1
IL,0,-0.238,-0.226,0.03374666666666667,0.125,"FOSTER, Bill",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20749,0,0
VT,0,-0.404,-0.398,0.07,0.15,"WELCH, Peter",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20750,0,0
OH,0,0.509,0.286,0.030746666666666665,0.15,"LATTA, Robert E.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20755,0,1
VA,0,0.448,0.021,0.037173333333333336,0.15,"WITTMAN, Robert J.",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20756,0,1
IN,0,-0.437,0.031,0.08033333333333334,0.15,"CARSON, André",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,1,93,20757,0,0
FL,0,0.423,-0.032,0.0394,0.15,"BILIRAKIS, Gus",-0.092,0.946,0.4336448598130841,0.001869158878504673,HJRES46,"Relating to a national emergency declared by the President on February 15, 2019",Passed,0,93,20758,0,1
