state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
MI,0,-0.448,0.313,0.04412,0.575,"DINGELL, John David, Jr.",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,0,24,2605,0,0
MI,0,-0.658,-0.512,0.14349333333333333,0.45,"CONYERS, John, Jr.",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,0,24,10713,0,0
HI,0,-0.513,-0.067,0.036493333333333336,0.3,"MINK, Patsy Takemoto",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,0,24,10757,0,0
WI,0,-0.45,-0.063,0.017506666666666667,0.4,"OBEY, David Ross",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,0,24,12036,0,0
IL,0,0.739,0.023,0.03681333333333334,0.4,"CRANE, Philip Miller",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,1,24,12041,0,1
NY,0,-0.514,-0.341,0.15342666666666666,0.375,"RANGEL, Charles B.",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,0,24,13035,0,0
SC,0,0.32,0.185,0.03734666666666667,0.375,"SPENCE, Floyd Davidson",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,1,24,13042,0,1
FL,0,0.325,-0.112,0.04316,0.375,"YOUNG, Charles William (Bill)",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,1,24,13047,0,1
MA,0,-0.418,-0.054,0.05896,0.35,"MOAKLEY, John Joseph",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,0,24,14039,0,0
OH,0,0.221,-0.223,0.029106666666666666,0.35,"REGULA, Ralph Straus",-0.368,-0.006,0.044859813084112146,0.07850467289719626,HR333,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,1,24,14045,0,1
