state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
MI,0,-0.448,0.313,0.04412,0.675,"DINGELL, John David, Jr.",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,2605,0,0
MI,0,-0.658,-0.512,0.14349333333333333,0.55,"CONYERS, John, Jr.",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,10713,0,0
WI,0,-0.45,-0.063,0.017506666666666667,0.5,"OBEY, David Ross",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,12036,0,0
NY,0,-0.514,-0.341,0.15342666666666666,0.475,"RANGEL, Charles B.",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,13035,0,0
FL,0,0.325,-0.112,0.04316,0.475,"YOUNG, Charles William (Bill)",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,13047,0,1
CA,0,-0.631,-0.605,0.11750666666666666,0.45,"STARK, Fortney Hillman (Pete), Jr.",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14053,0,0
AK,0,0.283,0.022,0.08352,0.45,"YOUNG, Donald Edwin",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14066,0,1
PA,0,-0.265,0.569,0.03793333333333333,0.45,"MURTHA, John Patrick, Jr.",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14072,0,0
CA,0,-0.552,-0.398,0.09141333333333333,0.425,"MILLER, George",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14256,0,0
MN,0,-0.553,0.304,0.08076,0.425,"OBERSTAR, James Louis",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14265,0,0
CA,0,-0.473,-0.343,0.10969333333333334,0.425,"WAXMAN, Henry Arnold",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14280,0,0
TX,0,0.863,-0.505,0.04237333333333333,0.25,"PAUL, Ronald Ernest",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,0,15,14290,0,1
WA,0,-0.312,0.11,0.04308,0.4,"DICKS, Norman DeValois",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14413,0,0
MI,0,-0.385,0.011,0.09432,0.4,"KILDEE, Dale Edward",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14430,0,0
MA,0,-0.517,-0.47,0.13353333333333334,0.4,"MARKEY, Edward John",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14435,0,0
WV,0,-0.306,0.45,0.08714666666666666,0.4,"RAHALL, Nick Joe, II",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14448,0,0
MO,0,-0.172,0.724,0.046386666666666666,0.4,"SKELTON, Isaac Newton, IV (Ike)",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14451,0,0
CA,0,0.348,-0.101,0.03892,0.375,"LEWIS, Charles Jeremy (Jerry)",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,0,15,14644,0,1
CA,0,0.497,-0.054,0.0278,0.175,"LUNGREN, Daniel Edward",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,0,15,14647,0,1
WI,0,0.638,-0.579,0.05232,0.375,"SENSENBRENNER, Frank James, Jr.",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,0,15,14657,0,1
WI,0,0.379,-0.367,0.047746666666666666,0.375,"PETRI, Thomas Evert",0.337,-0.088,0.08037383177570094,0.0,HR2,Children’s Health Insurance Program Reauthorization Act of 2009,Passed,1,15,14675,0,1
