state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
IA,1,0.362,-0.035,0.09996,0.575,"GRASSLEY, Charles Ernest",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,14226,0,1
VT,1,-0.36,-0.121,0.10026666666666667,0.575,"LEAHY, Patrick Joseph",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,14307,0,0
MA,1,-0.517,-0.47,0.13353333333333334,0.575,"MARKEY, Edward John",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,14435,0,0
NY,1,-0.355,-0.414,0.10678666666666667,0.5,"SCHUMER, Charles Ellis (Chuck)",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,14858,0,0
OR,1,-0.333,-0.487,0.11181333333333333,0.525,"WYDEN, Ronald Lee",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,14871,0,0
KY,1,0.402,0.017,0.03762666666666667,0.45,"McCONNELL, Addison Mitchell (Mitch)",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,14921,0,1
DE,1,-0.179,-0.225,0.06092,0.375,"CARPER, Thomas Richard",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,15015,0,0
IL,1,-0.342,-0.31,0.1376,0.475,"DURBIN, Richard Joseph",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,15021,0,0
MD,1,-0.32,-0.224,0.08349333333333334,0.425,"CARDIN, Benjamin Louis",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,15408,0,0
OK,1,0.552,0.045,0.07286666666666666,0.45,"INHOFE, James Mountain",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,15424,0,1
AR,1,0.427,0.338,0.05553333333333333,0.25,"BOOZMAN, John",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20101,0,1
WV,1,0.284,0.143,0.05162666666666667,0.25,"CAPITO, Shelley Moore",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20146,0,1
MD,1,-0.397,-0.226,0.08808,0.225,"VAN HOLLEN, Christopher",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,20330,0,0
TN,1,0.632,0.14,0.06286666666666667,0.225,"BLACKBURN, Marsha",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,20351,0,1
CT,1,-0.286,-0.255,0.04473333333333333,0.175,"MURPHY, Christopher",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20707,0,0
HI,1,-0.514,-0.092,0.06545333333333334,0.175,"HIRONO, Mazie",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20713,0,0
NY,1,-0.45,-0.315,0.06709333333333334,0.2,"GILLIBRAND, Kirsten",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,20735,0,0
LA,1,0.463,-0.047,0.032306666666666664,0.15,"CASSIDY, Bill",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20919,0,1
MI,1,-0.249,-0.185,0.0462,0.15,"PETERS, Gary C.",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20923,0,0
NM,1,-0.333,-0.005,0.04209333333333334,0.15,"HEINRICH, Martin",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20930,0,0
NM,1,-0.379,0.03,0.041253333333333336,0.15,"LUJÁN, Ben Ray",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,20932,0,0
WY,1,0.685,-0.328,0.02844,0.1,"LUMMIS, Cynthia M.",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,20953,0,1
IN,1,0.438,-0.022,0.027333333333333334,0.125,"YOUNG, Todd",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,21133,0,1
OK,1,0.591,0.147,0.03068,0.125,"LANKFORD, James",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,21166,0,1
SC,1,0.629,0.022,0.024626666666666668,0.125,"SCOTT, Tim",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,21173,0,1
AZ,1,-0.105,0.076,0.0324,0.1,"SINEMA, Kyrsten",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,1,4,21300,0,0
AR,1,0.579,0.195,0.025173333333333332,0.1,"COTTON, Tom",-0.787,0.617,0.0,0.0,HR335,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Bill Passed,0,4,21301,0,1
