state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
MS,1,0.287,0.051,0.08593333333333333,0.5,"COCHRAN, William Thad",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14009,0,1
MT,1,-0.212,0.017,0.06601333333333333,0.475,"BAUCUS, Max Sieben",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14203,0,0
IA,1,0.362,-0.035,0.09996,0.475,"GRASSLEY, Charles Ernest",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,0,4,14226,0,1
IA,1,-0.351,-0.546,0.06893333333333333,0.475,"HARKIN, Thomas Richard (Tom)",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14230,0,0
VT,1,-0.36,-0.121,0.10026666666666667,0.475,"LEAHY, Patrick Joseph",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14307,0,0
MD,1,-0.37,-0.128,0.10669333333333333,0.45,"MIKULSKI, Barbara Ann",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14440,0,0
UT,1,0.382,-0.004,0.08088,0.45,"HATCH, Orrin Grant",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,0,4,14503,0,1
FL,1,-0.193,0.337,0.04921333333333333,0.3,"NELSON, Clarence William (Bill)",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14651,0,0
MI,1,-0.395,-0.116,0.08564,0.425,"LEVIN, Carl",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,1,4,14709,0,0
IN,1,0.375,-0.227,0.03782666666666667,0.25,"COATS, Daniel Ray",0.195,-0.812,0.0,0.0,HR152,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",Bill Passed,0,4,14806,0,1
