congress,chamber,rollnumber,icpsr,cast_code,prob
111,Senate,3,1366,1,99.7
111,Senate,3,4812,1,100.0
111,Senate,3,10808,9,100.0
111,Senate,3,14009,1,78.8
111,Senate,3,14101,9,100.0
111,Senate,3,14203,1,100.0
111,Senate,3,14213,1,100.0
111,Senate,3,14226,6,40.7
111,Senate,3,14230,1,100.0
111,Senate,3,14307,1,100.0
111,Senate,3,14400,1,99.9
111,Senate,3,14440,1,100.0
111,Senate,3,14503,1,54.5
111,Senate,3,14506,1,65.9
111,Senate,3,14651,1,99.9
111,Senate,3,14661,1,97.5
111,Senate,3,14709,1,100.0
111,Senate,3,14812,1,100.0
111,Senate,3,14826,1,21.8
111,Senate,3,14852,6,56.4
111,Senate,3,14858,1,100.0
111,Senate,3,14871,1,100.0
111,Senate,3,14910,1,98.1
111,Senate,3,14912,1,100.0
111,Senate,3,14914,1,100.0
111,Senate,3,14920,1,100.0
111,Senate,3,14921,6,50.5
111,Senate,3,14922,1,100.0
111,Senate,3,15011,1,100.0
111,Senate,3,15015,1,100.0
111,Senate,3,15021,1,100.0
111,Senate,3,15039,6,62.4
111,Senate,3,15054,1,99.9
111,Senate,3,15406,9,80.6
111,Senate,3,15408,1,100.0
111,Senate,3,15424,6,83.4
111,Senate,3,15425,1,99.9
111,Senate,3,15429,6,91.6
111,Senate,3,15501,1,70.5
111,Senate,3,15502,1,99.8
111,Senate,3,15703,1,100.0
111,Senate,3,15704,1,100.0
111,Senate,3,29142,1,100.0
111,Senate,3,29147,1,100.0
111,Senate,3,29305,1,99.9
111,Senate,3,29345,1,31.5
111,Senate,3,29373,1,100.0
111,Senate,3,29389,9,100.0
111,Senate,3,29512,6,51.4
111,Senate,3,29523,6,69.5
111,Senate,3,29534,1,62.6
111,Senate,3,29537,6,87.4
111,Senate,3,29548,6,61.8
111,Senate,3,29555,6,98.2
111,Senate,3,29566,6,47.9
111,Senate,3,29732,1,100.0
111,Senate,3,29754,6,53.2
111,Senate,3,29906,1,100.0
111,Senate,3,29909,6,51.2
111,Senate,3,29918,6,65.5
111,Senate,3,29924,1,100.0
111,Senate,3,29936,6,97.4
111,Senate,3,39310,1,100.0
111,Senate,3,40103,1,99.1
111,Senate,3,40105,1,100.0
111,Senate,3,40300,1,89.7
111,Senate,3,40301,1,99.8
111,Senate,3,40304,1,66.7
111,Senate,3,40305,6,70.3
111,Senate,3,40500,1,100.0
111,Senate,3,40501,1,58.5
111,Senate,3,40700,1,100.0
111,Senate,3,40701,1,99.9
111,Senate,3,40702,1,99.9
111,Senate,3,40703,1,100.0
111,Senate,3,40704,1,100.0
111,Senate,3,40705,1,41.7
111,Senate,3,40706,1,99.9
111,Senate,3,40707,1,22.2
111,Senate,3,40900,1,99.9
111,Senate,3,40902,1,25.3
111,Senate,3,40905,6,41.5
111,Senate,3,40906,1,100.0
111,Senate,3,40907,1,99.9
111,Senate,3,40908,1,100.0
111,Senate,3,40909,1,100.0
111,Senate,3,49300,1,100.0
111,Senate,3,49306,6,38.0
111,Senate,3,49307,1,66.2
111,Senate,3,49308,1,100.0
111,Senate,3,49309,1,100.0
111,Senate,3,49700,6,80.9
111,Senate,3,49702,1,99.8
111,Senate,3,49703,1,96.0
111,Senate,3,49706,1,21.5
111,Senate,3,49901,1,99.9
111,Senate,3,49903,1,75.8
111,Senate,3,94659,6,49.0
111,Senate,3,99911,9,100.0
111,Senate,5,1366,6,88.3
111,Senate,5,4812,6,88.3
111,Senate,5,10808,9,90.1
111,Senate,5,14009,1,85.2
111,Senate,5,14101,6,87.5
111,Senate,5,14203,6,79.4
111,Senate,5,14213,6,86.6
111,Senate,5,14226,1,88.4
111,Senate,5,14230,6,85.9
111,Senate,5,14307,6,89.6
111,Senate,5,14400,6,93.6
111,Senate,5,14440,6,90.0
111,Senate,5,14503,9,89.6
111,Senate,5,14506,6,20.9
111,Senate,5,14651,6,77.5
111,Senate,5,14661,6,42.2
111,Senate,5,14709,6,91.2
111,Senate,5,14812,1,15.3
111,Senate,5,14826,6,19.0
111,Senate,5,14852,1,89.8
111,Senate,5,14858,6,87.3
111,Senate,5,14871,1,14.5
111,Senate,5,14910,1,54.4
111,Senate,5,14912,6,84.4
111,Senate,5,14914,6,87.0
111,Senate,5,14920,6,87.4
111,Senate,5,14921,1,90.6
111,Senate,5,14922,6,89.1
111,Senate,5,15011,6,90.9
111,Senate,5,15015,6,75.1
111,Senate,5,15021,6,87.4
111,Senate,5,15039,1,80.9
111,Senate,5,15054,6,85.8
111,Senate,5,15406,9,92.9
111,Senate,5,15408,6,86.8
111,Senate,5,15424,1,94.1
111,Senate,5,15425,6,83.4
111,Senate,5,15429,6,10.7
111,Senate,5,15501,1,83.9
111,Senate,5,15502,6,87.5
111,Senate,5,15703,6,81.2
111,Senate,5,15704,6,77.4
111,Senate,5,29142,6,89.4
111,Senate,5,29147,1,7.1
111,Senate,5,29305,1,25.8
111,Senate,5,29345,1,95.1
111,Senate,5,29373,6,89.9
111,Senate,5,29389,9,92.4
111,Senate,5,29512,1,92.9
111,Senate,5,29523,1,88.0
111,Senate,5,29534,1,92.5
111,Senate,5,29537,1,87.8
111,Senate,5,29548,1,90.7
111,Senate,5,29555,1,94.6
111,Senate,5,29566,1,85.6
111,Senate,5,29732,6,89.3
111,Senate,5,29754,1,93.3
111,Senate,5,29906,6,90.1
111,Senate,5,29909,1,90.3
111,Senate,5,29918,1,95.2
111,Senate,5,29924,6,94.3
111,Senate,5,29936,1,93.7
111,Senate,5,39310,1,15.3
111,Senate,5,40103,1,49.7
111,Senate,5,40105,6,89.2
111,Senate,5,40300,1,73.3
111,Senate,5,40301,6,78.1
111,Senate,5,40304,6,15.4
111,Senate,5,40305,1,91.8
111,Senate,5,40500,6,80.6
111,Senate,5,40501,1,81.7
111,Senate,5,40700,6,83.4
111,Senate,5,40701,6,71.3
111,Senate,5,40702,9,79.7
111,Senate,5,40703,6,88.3
111,Senate,5,40704,6,89.3
111,Senate,5,40705,1,85.9
111,Senate,5,40706,6,74.6
111,Senate,5,40707,1,95.0
111,Senate,5,40900,6,82.0
111,Senate,5,40902,1,96.1
111,Senate,5,40903,6,94.2
111,Senate,5,40905,1,92.6
111,Senate,5,40906,1,20.1
111,Senate,5,40907,6,78.6
111,Senate,5,40908,6,87.9
111,Senate,5,40909,6,79.1
111,Senate,5,49300,6,83.5
111,Senate,5,49306,1,88.6
111,Senate,5,49307,1,85.9
111,Senate,5,49308,6,88.1
111,Senate,5,49309,1,21.0
111,Senate,5,49700,1,94.7
111,Senate,5,49702,6,78.6
111,Senate,5,49703,1,62.1
111,Senate,5,49706,1,95.1
111,Senate,5,49901,1,27.0
111,Senate,5,49903,6,31.0
111,Senate,5,94659,1,95.5
111,Senate,5,99911,9,89.1
111,Senate,14,1366,1,100.0
111,Senate,14,4812,1,100.0
111,Senate,14,10808,9,100.0
111,Senate,14,14009,6,68.8
